Fz,Cz,Pz,C3,T3,C4,T4,Fp1,Fp2,F3,F4,F7,F8,P3,P4,T5,T6,O1,O2,Class
297,297,347,332,273,273,384,126,273,16,236,200,273,89,236,-20,85,85,191,c
156,121,236,191,236,163,200,52,126,126,-20,126,89,89,126,-94,85,121,226,c
50,226,126,226,200,310,531,236,494,347,200,236,347,236,420,16,261,156,402,c
191,121,273,261,310,200,347,126,273,200,89,89,200,89,126,89,-19,15,121,c
50,191,52,191,163,200,310,163,347,89,52,236,200,310,347,-20,332,226,332,c
191,191,200,261,236,236,494,163,494,16,163,200,347,236,420,163,85,50,191,c
191,15,200,121,200,89,310,126,310,163,-94,52,126,163,310,163,-19,15,156,c
15,121,89,121,89,163,568,236,604,420,126,163,347,310,604,163,261,121,367,c
191,85,273,191,273,89,494,163,420,273,126,-20,236,163,310,273,-55,15,50,c
50,50,89,121,126,89,384,236,384,347,126,126,236,384,420,163,226,191,261,c
156,85,200,191,200,126,604,273,494,347,273,89,420,384,494,310,156,156,191,c
156,-19,236,156,310,52,310,200,236,200,89,-20,236,273,236,310,-19,191,15,c
50,50,163,121,273,126,457,273,420,273,200,89,420,420,494,310,332,332,261,c
261,85,384,297,494,126,494,200,236,163,200,-20,347,236,236,420,50,191,-19,c
156,121,236,297,384,126,310,163,89,89,52,89,236,310,236,200,261,332,121,c
156,261,273,367,384,236,568,236,273,126,236,200,420,310,420,236,261,226,121,c
261,191,384,367,494,163,347,163,16,89,89,89,236,163,126,236,50,121,-90,c
156,226,163,297,273,200,384,200,89,310,200,273,347,347,347,126,473,261,226,c
367,332,420,473,457,236,420,200,16,200,310,200,384,200,163,236,261,121,-19,c
261,261,273,367,310,126,89,89,-167,16,126,273,163,310,89,163,402,156,85,c
191,402,236,402,236,273,310,236,126,126,310,384,310,384,310,236,508,121,191,c
332,226,347,332,236,163,52,126,-94,126,163,126,126,163,-20,273,121,-55,-90,c
191,226,89,156,52,163,52,163,16,236,200,273,236,347,163,163,437,85,191,c
332,297,236,261,163,236,200,163,89,126,310,236,273,200,89,273,156,-55,15,c
261,191,126,156,126,126,-57,89,-131,89,52,236,52,236,-20,163,156,15,50,c
121,297,52,191,52,236,126,163,163,236,236,347,273,347,236,163,332,121,191,c
226,156,236,226,163,163,-57,52,-131,52,163,89,126,126,-131,236,-19,15,-90,c
50,156,52,121,16,200,-94,126,-57,89,126,273,163,347,52,126,297,191,226,c
191,191,163,226,126,273,126,200,52,163,273,273,236,310,89,236,121,50,121,c
191,85,163,156,126,200,-167,126,-204,52,89,163,52,200,-94,126,15,156,85,c
50,191,16,156,-20,236,16,200,52,89,310,236,310,273,163,163,261,261,226,c
226,121,236,226,126,163,-20,89,-57,89,236,16,236,16,-20,347,-90,50,-90,c
121,85,89,85,16,89,-57,126,-20,310,89,126,126,163,89,236,226,156,156,c
191,156,163,121,52,126,126,200,163,347,236,126,273,126,126,273,121,121,121,c
226,85,236,156,126,89,-131,126,-94,89,52,16,52,16,-57,163,-55,156,-19,c
50,156,52,121,16,163,52,236,126,126,163,236,236,200,273,126,297,367,297,c
191,121,273,261,236,163,126,200,52,16,126,52,200,-20,52,236,-55,226,15,c
50,85,163,156,163,89,-57,163,-57,52,-94,126,52,52,52,16,156,367,226,c
50,191,236,261,200,236,200,236,200,52,89,200,200,126,200,52,191,367,261,c
156,121,347,261,310,163,-20,126,-20,-94,-20,52,16,-20,-57,52,-19,261,15,c
15,226,126,156,126,126,52,163,126,89,89,200,126,126,200,-20,332,367,226,c
191,297,310,297,273,163,163,163,89,-20,200,89,163,-57,52,52,15,191,-55,c
85,156,126,156,163,89,-57,52,-94,-57,16,89,16,16,16,-57,121,297,15,c
50,226,126,191,126,200,236,163,236,163,236,200,236,126,273,52,226,261,191,c
191,85,236,191,200,89,89,89,16,163,52,16,16,-20,-20,200,-90,121,-19,c
-19,85,52,85,16,89,126,200,163,310,52,126,52,200,236,126,297,297,332,c
121,121,200,156,126,126,200,200,236,163,163,52,89,89,126,236,15,156,85,c
121,50,126,50,126,52,-94,126,52,16,16,52,-57,89,-57,163,-19,156,50,c
50,156,52,50,89,126,200,236,347,273,200,163,200,200,236,163,156,156,261,c
156,50,163,85,236,16,89,163,163,236,89,-20,52,-57,-57,273,-195,-19,-19,c
15,121,-20,15,89,52,16,236,200,310,89,163,52,163,89,200,226,191,332,c
156,191,163,156,163,163,126,200,236,236,236,163,126,89,52,310,121,85,191,c
156,121,163,121,163,52,-131,89,-20,126,16,89,-57,-20,-131,163,15,85,85,c
15,156,-20,50,-20,89,89,163,347,310,126,200,126,89,273,163,226,121,297,c
121,121,163,156,126,89,126,163,310,347,52,16,16,-57,52,310,-125,-90,15,c
-19,121,16,50,-57,52,-20,163,273,384,-57,163,-57,126,126,126,191,15,226,c
50,191,89,85,-57,126,163,200,457,384,126,200,89,89,200,200,121,-55,156,c
121,50,163,50,16,52,-57,126,200,236,-57,126,-94,16,16,273,-55,-55,15,c
-19,121,-20,15,-94,126,89,163,347,200,16,310,52,236,310,200,261,121,297,c
121,156,200,156,89,163,126,89,273,89,-20,236,52,89,163,273,-55,-19,50,c
-19,85,52,15,16,89,-20,89,200,200,-204,273,-94,163,163,89,156,156,261,c
15,191,126,85,52,200,310,236,457,347,16,347,126,200,384,236,191,121,261,c
121,50,236,121,163,200,89,126,126,126,-131,236,-20,89,89,273,-19,50,15,c
-19,191,52,85,16,273,126,163,236,89,16,420,126,310,236,89,367,226,297,c
226,297,310,297,200,273,236,126,200,89,163,310,200,163,52,163,121,50,50,c
191,156,200,191,126,163,-20,52,16,200,16,310,16,200,-20,16,226,121,85,c
121,332,163,261,89,273,200,163,310,200,236,457,236,310,273,52,367,156,191,c
261,261,273,297,236,200,-20,16,16,-57,126,347,52,126,-20,163,50,-19,-55,c
15,297,52,156,52,163,52,89,163,163,126,420,89,273,200,89,402,156,297,c
191,297,200,261,163,163,200,126,236,126,273,273,200,89,163,126,121,15,85,c
191,191,163,191,163,89,-57,126,52,-57,16,200,-20,89,-20,16,85,50,85,c
85,261,52,156,89,163,200,347,347,89,163,273,163,236,236,126,261,85,332,c
226,85,200,156,200,52,126,310,163,126,52,16,-20,-20,-57,273,-125,-90,85,c
50,85,-20,15,52,89,89,384,200,310,16,163,-20,200,126,126,191,85,297,c
156,121,89,121,126,163,236,347,310,273,163,126,89,163,163,200,50,15,191,c
191,15,126,121,163,89,16,273,89,200,16,52,-57,126,-57,200,-19,85,121,c
50,85,16,85,52,163,200,384,310,347,163,200,163,310,273,200,261,191,367,c
226,121,236,191,273,163,163,273,89,163,163,52,126,89,16,273,-55,85,-19,c
121,121,126,121,126,163,-94,200,-20,89,89,163,16,273,-20,126,261,297,85,c
261,226,236,226,163,273,163,236,163,163,310,200,163,236,89,126,191,191,50,c
332,156,310,261,236,236,-20,89,-94,16,89,89,-94,126,-167,52,-19,121,-90,c
156,261,89,191,52,273,52,126,163,-57,163,347,52,347,163,-20,367,261,156,c
297,297,310,332,236,310,126,89,126,-20,236,200,126,163,16,126,15,50,-90,c
191,156,163,156,126,163,-57,16,16,163,89,273,16,236,16,89,226,191,85,c
191,297,163,191,163,273,236,126,273,89,273,310,200,236,200,163,261,191,121,c
297,156,236,191,200,200,16,-20,-20,-278,126,163,-20,126,-20,163,-19,85,-195,c
156,261,16,85,16,200,126,52,236,-131,200,347,89,273,310,52,332,156,85,c
297,261,200,226,163,200,310,52,310,16,273,200,126,52,200,236,15,15,-125,c
191,121,126,85,89,89,52,-20,89,126,52,200,-57,52,89,163,121,85,-19,c
121,261,89,156,52,200,310,126,347,200,273,310,200,200,310,200,297,121,121,c
226,156,236,191,163,89,163,-20,52,52,126,126,52,16,52,236,-19,-19,-125,c
85,226,16,85,52,89,163,52,126,200,163,273,126,163,273,89,332,226,156,c
261,226,200,191,163,163,310,89,200,89,347,200,236,52,200,200,121,121,15,c
261,121,126,121,163,52,16,16,-57,52,163,126,52,52,-20,163,121,121,50,c
156,226,16,50,16,89,200,89,163,200,310,273,236,163,200,126,367,121,191,c
332,191,236,156,200,89,52,16,-57,-20,163,89,89,-20,-57,126,-19,-19,-90,c
121,191,52,85,89,89,16,52,-57,-20,126,200,89,236,52,-57,297,156,156,c
191,226,163,156,200,163,236,163,16,126,310,163,200,163,52,89,156,15,121,c
226,85,163,50,236,16,-20,89,-278,200,126,89,-20,126,-204,126,85,50,85,c
121,191,52,50,89,126,126,236,16,310,236,273,163,310,52,16,437,156,367,c
226,226,273,261,273,200,126,163,-131,52,200,126,89,89,-204,52,85,85,50,c
85,191,126,191,126,163,-20,126,-204,-20,89,163,52,236,-94,-94,297,226,191,c
121,261,200,297,200,273,236,163,-20,16,310,236,273,200,126,16,226,191,121,c
191,121,236,261,236,163,-57,52,-241,-94,163,126,52,126,-94,16,15,121,-55,c
50,226,52,191,89,236,126,126,16,52,163,273,126,310,200,-57,332,261,226,c
156,226,236,332,200,273,200,52,16,52,163,89,126,89,16,52,-19,85,-55,c
15,121,89,156,89,89,-20,-20,-131,126,-20,52,-20,126,-57,-20,121,191,50,c
15,191,89,191,89,200,236,126,236,52,163,163,200,200,163,89,156,191,121,c
85,50,163,156,163,89,16,16,52,-57,-20,52,-20,52,-57,126,-160,85,-90,c
-125,85,-57,50,-20,89,126,126,236,163,-57,200,52,200,236,52,191,297,261,c
-19,50,89,121,52,89,236,126,236,126,52,16,89,-20,200,200,-160,85,-19,c
-55,-90,16,15,-20,16,52,126,89,200,-94,-57,-20,52,163,163,-125,121,50,c
-90,15,-20,50,-20,126,347,273,384,273,126,16,236,200,420,236,15,191,226,c
85,-90,126,85,126,89,163,200,89,163,52,-131,89,16,89,310,-301,85,-55,c
-55,15,-57,15,16,89,163,236,200,310,126,52,163,163,310,163,121,226,226,c
121,85,89,121,126,89,310,200,273,200,347,52,347,52,273,273,-55,15,85,c
85,15,16,50,52,16,89,89,16,89,126,-20,163,52,89,236,-55,121,50,c
50,50,-57,15,-57,126,273,200,347,200,273,89,347,200,384,200,226,191,261,c
261,50,200,156,126,163,200,126,163,52,200,-94,200,52,126,236,-90,50,-55,c
85,85,52,85,52,200,126,163,163,236,126,16,163,236,273,89,261,191,226,c
156,156,163,156,163,273,347,200,347,347,273,16,310,200,310,200,121,121,156,c
121,85,200,121,236,200,126,163,89,126,89,-20,126,163,52,163,15,191,85,c
-19,156,52,85,89,273,310,273,273,89,163,200,310,347,384,52,297,332,367,c
156,121,273,226,347,236,347,236,126,89,200,52,310,126,126,200,-55,156,85,c
50,85,89,85,200,163,163,200,52,200,89,126,236,200,126,89,191,261,297,c
85,191,163,156,273,236,420,273,236,236,347,163,457,163,200,163,156,226,332,c
191,15,200,85,273,89,200,163,-20,52,126,16,236,16,-57,163,-90,191,121,c
50,121,52,50,126,126,310,236,236,200,200,236,310,163,273,89,297,332,402,c
226,191,273,226,310,163,347,200,163,126,273,89,310,-57,52,126,-19,121,85,c
156,121,126,85,163,52,89,126,16,200,126,126,126,16,16,16,156,191,156,c
191,261,126,156,126,163,347,273,310,347,347,236,347,126,310,126,261,156,297,c
297,156,273,156,236,52,163,163,89,273,163,16,126,-57,16,163,15,85,85,c
85,226,126,85,89,89,163,236,273,347,200,200,200,126,163,126,437,367,437,c
226,191,347,226,236,163,236,200,236,163,273,52,236,-20,52,200,121,226,156,c
156,50,273,121,163,89,-20,126,16,126,89,16,52,52,16,126,156,226,191,c
85,156,163,121,126,163,236,273,273,310,273,126,273,163,273,163,261,191,332,c
226,85,273,121,236,89,52,163,52,163,126,-57,89,-57,-57,163,-55,50,-19,c
50,156,52,85,52,126,52,200,200,273,126,126,126,163,163,16,261,226,226,c
156,156,163,156,126,163,273,163,273,273,200,16,236,16,126,163,50,85,15,c
121,85,126,121,126,89,16,89,16,52,16,16,52,16,-20,163,50,191,-55,c
15,191,52,121,16,200,200,163,310,-20,163,163,236,200,310,126,297,191,121,c
226,121,200,191,126,126,126,89,126,16,89,16,126,52,52,236,-55,15,-125,c
50,50,-20,15,-57,52,16,89,89,200,16,52,89,126,163,163,226,156,85,c
156,121,126,121,16,126,273,163,236,200,163,52,200,16,273,273,156,121,50,c
191,85,200,121,89,52,16,89,-57,89,-20,-57,-57,-57,-20,200,15,156,-19,c
50,191,89,121,-20,126,126,200,163,236,89,126,52,200,163,163,367,297,297,c
261,156,347,226,200,126,126,200,89,126,126,16,16,52,-57,310,50,156,15,c
121,50,163,50,89,16,-57,163,-20,236,-20,52,-57,163,-20,163,297,297,226,c
156,191,200,191,89,126,163,200,163,200,163,126,126,163,126,200,297,226,226,c
297,121,273,191,126,16,-131,52,-167,-94,52,-20,-94,-20,-167,126,85,121,-19,c
121,226,89,156,-57,89,-20,126,16,-57,163,163,52,200,126,-20,437,261,261,c
226,226,236,297,126,163,89,163,16,-57,200,52,89,52,-57,52,121,85,50,c
156,121,163,156,52,89,-131,89,-167,52,16,89,-94,126,-167,-57,297,156,156,c
191,297,163,226,52,236,52,200,52,89,273,236,89,163,16,-20,402,156,226,c
332,191,310,261,200,163,-131,52,-241,-131,89,52,-94,16,-278,-20,50,50,-19,c
85,156,52,156,52,200,-57,126,-20,52,89,236,16,236,52,-57,367,226,297,c
191,156,200,226,163,236,89,89,16,-131,126,200,163,163,16,89,50,85,15,c
85,121,52,156,89,163,-167,16,-241,-351,-20,163,16,200,-20,-57,85,156,50,c
15,156,-57,121,16,236,89,126,52,-131,126,236,200,273,310,-57,226,121,226,c
191,15,126,156,163,163,16,52,-131,-20,16,16,52,89,52,16,-160,-55,-55,c
-19,50,-57,15,52,163,16,89,16,89,16,200,89,273,200,-94,191,121,226,c
85,156,89,121,126,126,200,89,126,-20,126,163,163,126,126,-20,-19,-19,50,c
50,50,52,50,126,-20,-94,16,16,16,-57,89,-57,52,-57,52,-90,-55,15,c
-55,50,-94,-19,16,52,163,126,384,273,89,200,126,200,273,163,121,15,226,c
121,-19,89,50,163,52,89,52,236,236,52,16,52,16,16,273,-160,-90,-55,c
-19,-55,-57,-55,16,16,-94,52,200,273,-20,126,-20,126,163,52,121,50,85,c
85,85,89,50,89,89,126,89,384,200,163,163,163,52,273,200,15,-55,-19,c
121,15,126,50,126,16,-94,16,163,163,16,52,-20,-20,16,200,-90,-90,-125,c
-19,50,16,-19,52,16,52,89,384,384,89,200,126,163,236,163,226,50,121,c
191,50,236,121,236,52,89,52,273,236,126,16,52,-57,126,273,-125,-55,-160,c
50,50,89,15,126,-20,-57,16,200,200,-20,89,-94,52,200,89,121,85,15,c
85,156,126,121,163,126,236,126,494,273,200,200,126,89,384,163,121,50,85,c
191,15,200,121,200,52,16,16,200,89,16,89,-57,16,126,236,-125,15,-125,c
15,85,16,85,89,126,163,89,384,89,52,273,52,236,420,200,261,191,226,c
191,85,200,156,200,89,236,16,273,16,163,126,89,16,236,310,-55,-19,-55,c
226,50,89,85,126,16,-20,-20,89,89,89,163,-20,52,163,163,85,15,50,c
191,226,89,156,89,200,200,126,347,126,310,273,236,163,347,163,226,15,156,c
297,85,200,156,200,89,52,16,16,16,163,52,16,16,52,236,-90,-90,-90,c
121,121,-20,15,16,89,126,89,126,236,236,163,163,200,310,236,261,50,191,c
297,156,126,85,200,89,310,52,126,89,384,52,273,16,236,310,-19,-55,-55,c
261,85,89,50,163,16,16,-20,-57,-20,236,52,89,89,52,126,50,156,15,c
156,191,16,85,126,163,236,89,200,-20,384,200,273,200,273,52,191,226,191,c
261,85,236,156,273,163,126,52,16,-94,236,16,126,16,16,163,-195,121,-55,c
50,50,16,15,126,126,89,126,126,163,163,126,126,200,236,89,121,261,261,c
121,85,200,121,200,163,347,126,236,163,273,16,236,89,236,126,-55,226,156,c
121,85,200,121,236,89,89,52,16,16,52,-20,16,16,52,16,-55,297,121,c
50,226,89,191,163,200,273,163,200,16,200,163,236,163,310,-57,226,437,332,c
226,191,273,297,310,200,163,126,16,-131,200,52,163,-20,89,16,-125,226,50,c
50,121,52,156,126,163,52,126,52,163,52,163,89,163,236,-57,156,297,297,c
50,121,126,191,163,200,310,163,236,347,200,52,273,126,310,89,50,226,332,c
85,-55,126,121,163,89,52,52,-20,89,-20,-94,52,-20,52,-20,-160,191,121,c
-19,121,-20,85,52,126,200,163,236,126,126,163,236,163,310,-57,191,261,367,c
156,156,200,191,236,126,200,126,236,236,126,16,200,-57,163,163,-90,50,85,c
-19,50,52,50,89,16,52,89,236,420,-94,52,16,16,200,52,85,156,261,c
15,156,89,121,52,126,384,236,604,568,126,126,236,52,420,200,156,121,261,c
85,50,163,121,126,52,200,163,384,420,-20,-57,16,-57,126,200,-125,-19,50,c
-55,85,-20,15,-20,89,236,273,568,457,52,163,126,200,310,89,261,156,402,c
121,85,163,121,126,126,347,273,494,347,163,52,163,52,163,273,-55,-19,121,c
85,-19,16,-19,16,52,126,236,310,457,52,52,16,89,200,310,15,-19,191,c
50,121,-57,15,-57,200,420,347,604,531,310,163,236,236,420,310,156,15,332,c
226,50,126,85,89,126,200,236,273,200,126,16,52,89,52,200,-125,-55,50,c
15,121,-20,50,-20,200,200,273,347,273,163,236,163,347,310,126,261,191,297,c
191,226,200,191,200,236,310,200,310,200,310,163,273,163,200,273,50,121,15,c
156,85,126,85,200,89,16,89,-57,200,126,126,126,163,89,236,85,191,15,c
156,191,126,156,163,236,310,200,163,310,273,273,310,273,384,200,297,261,191,c
297,191,347,261,310,236,200,126,-20,52,126,126,89,89,52,163,15,156,-19,c
156,226,163,191,163,200,126,126,16,89,52,310,52,273,163,52,402,297,261,c
261,332,310,332,273,273,310,163,163,89,236,273,200,200,163,200,261,191,121,c
261,261,273,297,273,200,52,89,-94,16,126,236,52,163,-57,163,191,191,50,c
121,332,126,226,89,236,273,163,126,163,236,384,236,310,273,126,437,226,297,c
261,226,310,261,236,163,236,126,52,163,200,236,163,126,126,347,85,50,15,c
85,156,89,85,52,89,89,126,52,236,126,347,163,273,236,200,332,191,226,c
121,261,200,191,89,236,273,200,236,126,310,384,347,273,310,200,261,121,191,c
191,156,236,156,126,126,-20,89,-94,-20,126,236,126,163,-20,126,85,121,15,c
50,226,89,121,52,200,126,163,126,126,236,384,310,310,236,89,402,297,297,c
191,191,310,226,273,200,200,163,16,126,236,200,310,126,52,200,50,156,-19,c
85,121,163,85,200,89,52,89,-57,163,89,273,163,200,52,16,191,297,121,c
85,297,163,191,236,200,347,200,236,200,310,384,384,200,200,16,191,261,156,c
191,121,200,156,273,89,89,126,-94,16,163,163,163,52,-131,16,-90,156,-55,c
50,156,52,85,126,126,163,236,163,236,236,273,236,273,126,126,297,332,297,c
191,191,200,261,236,163,310,236,310,236,310,89,236,16,52,273,-19,156,85,c
85,121,52,121,126,89,126,163,163,163,126,89,52,89,52,89,50,191,156,c
85,226,-20,121,89,200,347,273,347,200,310,236,273,236,273,89,226,156,261,c
226,85,126,156,163,163,163,200,163,89,126,52,52,52,-20,126,-90,-19,-19,c
15,121,-94,85,-20,163,200,236,310,236,126,236,126,236,236,89,297,191,261,c
156,226,163,226,89,200,273,163,236,126,236,126,236,89,89,200,85,121,50,c
191,156,163,156,163,126,16,52,-57,16,89,163,52,89,-57,89,85,226,15,c
85,297,89,191,163,273,236,163,236,163,200,310,273,236,236,89,297,297,226,c
226,191,273,261,310,236,126,89,16,89,126,126,163,52,-57,126,-19,191,-55,c
85,121,89,191,126,200,16,89,16,89,89,200,126,200,16,-20,332,332,191,c
191,191,273,297,273,273,200,163,163,52,236,126,236,126,52,126,156,156,85,c
156,85,236,191,273,163,-20,163,16,200,16,16,16,89,-131,200,50,121,50,c
50,191,89,121,163,236,163,273,310,384,89,200,163,236,163,163,332,191,297,c
226,226,273,226,310,236,163,236,200,273,89,52,89,16,-57,273,-55,15,-19,c
50,121,52,50,89,163,16,163,126,310,16,126,16,200,16,163,226,121,191,c
156,226,89,156,89,273,273,236,347,200,273,200,236,236,163,273,191,50,156,c
191,156,126,156,163,200,52,163,89,89,52,52,52,89,-20,163,-55,15,-19,c
15,191,-57,50,16,200,126,236,310,384,126,163,200,236,310,126,261,121,261,c
156,121,126,121,163,163,163,200,200,200,126,16,200,89,126,310,-55,-19,-19,c
85,121,-20,50,89,126,-20,200,16,52,-57,126,89,200,163,163,121,121,121,c
50,261,16,191,126,236,310,273,273,126,126,200,347,200,347,236,191,156,191,c
156,156,163,191,236,89,89,126,16,89,-94,16,89,16,52,200,-90,121,-55,c
-19,226,52,121,126,126,236,200,200,236,16,200,236,236,347,52,297,367,297,c
156,226,273,261,273,200,347,163,163,89,126,89,236,89,200,163,15,261,50,c
85,121,200,226,200,163,89,52,-20,-20,-20,52,52,126,89,89,121,367,85,c
50,226,236,297,200,310,310,163,236,89,200,200,310,310,347,163,367,437,297,c
261,191,457,367,384,310,126,89,-20,-20,52,16,89,126,-20,89,15,297,15,c
121,226,273,297,236,310,163,163,126,126,52,200,126,384,236,-20,402,437,332,c
297,297,457,402,347,384,310,163,200,-20,200,126,200,200,163,89,191,261,121,c
332,261,384,332,384,273,16,89,-20,-57,126,126,52,163,16,52,191,261,50,c
226,367,236,261,310,273,200,126,163,89,347,236,273,273,273,52,367,226,191,c
437,297,347,297,457,163,163,52,16,52,236,89,200,89,52,200,15,-19,-90,c
226,297,89,156,236,126,126,126,126,200,163,200,200,236,200,126,332,85,156,c
332,332,200,226,273,200,310,163,236,163,310,200,310,163,236,163,226,15,85,c
367,226,200,191,236,126,-20,52,-57,-20,89,163,52,126,-20,89,156,15,15,c
191,332,52,156,89,236,163,200,236,163,236,347,200,310,310,89,437,50,297,c
297,261,163,226,163,236,163,163,126,16,200,163,163,126,126,236,50,-90,15,c
121,191,-20,85,16,163,16,89,-20,-20,89,236,89,273,163,52,261,121,191,c
226,332,126,191,52,273,200,126,126,52,347,310,273,273,200,89,332,121,156,c
367,226,273,226,126,163,-167,16,-167,52,200,200,52,89,-131,16,191,85,-55,c
297,332,200,191,52,200,-94,52,16,163,273,384,126,273,89,-20,543,226,226,c
402,297,420,297,200,200,-20,-20,-57,-94,236,200,89,52,-94,126,191,121,-55,c
191,191,236,191,89,126,-167,-20,-57,-57,52,200,-20,126,16,52,297,226,50,c
85,297,236,226,126,236,126,126,273,126,236,273,200,163,273,126,332,191,156,c
226,156,310,226,236,89,-57,16,-57,52,52,16,-20,-20,-57,89,15,50,-125,c
85,261,126,156,126,163,16,89,89,163,200,200,126,163,163,-20,367,226,156,c
191,226,310,261,200,163,126,16,126,16,273,52,163,16,89,89,50,50,-55,c
121,121,200,156,89,126,-94,16,-20,16,89,89,16,89,52,-20,121,85,50,c
85,191,126,156,16,200,200,163,273,200,236,163,236,200,310,52,261,15,226,c
191,50,200,121,89,89,126,89,126,200,163,-57,89,16,89,200,-90,-90,-19,c
15,15,-57,-55,-131,52,52,163,200,273,163,52,126,200,310,89,226,85,226,c
156,85,126,50,52,89,163,200,236,200,310,16,236,126,273,273,15,-55,50,c
191,-19,163,-19,126,-20,-131,163,-20,236,126,-20,52,126,52,236,15,-19,15,c
121,121,52,-55,52,52,89,236,163,310,273,200,236,273,273,163,261,50,226,c
